Fiyat,Ekran Kartı,İşlemci,İşlemci Nesli,İşlemci Modeli,Ram,Ekran Boyutu,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Max İşlemci Hızı,Ram Tipi,SSD Kapasitesi,SSD Teknolojisi,Temel İşlemci Hızı,Çözünürlük,İşlemci Frekansı,İşlemci Çekirdek Sayısı,İşletim Sistemi
15000.0,AMD Radeon RX 580,Intel Core i5,11. Nesil,11400F,16.0,"4 - 4,5 inç",DDR4,,Harici,,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,6,Free Dos
78999.0,M3,M3,3. Nesil,M3,18.0,14 inç,Dahili,Paylaşımlı,Dahili,120 Hz,,2 Yıl,,Birleşik Bellek,512.0,,,3024 x 1964,,10,Mac Os
14249.0,Nvidia GT730,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,,,2 Yıl,,,240.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
11699.0,Nvidia GeForce GTX750 Ti,Intel Core i7,Belirtilmemiş,860,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,3.4,1920 x 1080,3.00 GHz üstü,4,Windows
11999.0,AMD Radeon RX 550,Intel Xeon,Belirtilmemiş,X5660,32.0,,GDDR5,4 GB,Harici,,,2 Yıl,,,256.0,,2.9,1920 x 1080,2.50 GHz - 3.00 GHz,6,Free Dos
19999.0,Nvidia GeForce GTX 1650,AMD Ryzen 5,3. Nesil,3600,16.0,"24"" / 61 Ekran",GDDR6,4 GB,Harici,165 Hz,,2 Yıl,,DDR4,256.0,Gen 3,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
133641.0,AMD Radeon RX 580,Intel Core i5,Belirtilmemiş,4570,16.0,22 - 24 inç,GDDR5,8 GB,Harici,75 Hz,,2 Yıl,,DDR3,240.0,Gen 3,2.9,1920 x 1080,3.00 GHz üstü,8,Free Dos
593991.0,AMD Radeon Pro 5300M,Intel Core i5,10. Nesil,Belirtilmemiş,8.0,27 inç,Belirtilmemiş,4 GB,Harici,,,2 Yıl,,,256.0,,3.1,5120 x 2880,,6,Mac Os
18500.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1135G7,16.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,4.2,DDR4,512.0,,2.4,1920 x 1080,,4,Windows
22949.0,Nvidia GeForce RTX3060,AMD Ryzen 5,,5600X,32.0,,GDDR6,12 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.7,,3.00 GHz üstü,6,Free Dos
110371.0,Nvidia GT730,Intel Core i5,3. Nesil,İ5-3470,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,,,2 Yıl,,,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
30499.0,Nvidia GeForce RTX 3050,AMD Ryzen 7,7. Nesil,7840HS,16.0,"16,1 inç",GDDR6,6 GB,Dahili,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,8,Free Dos
9899.0,Nvidia GT730,Intel Core i5,Belirtilmemiş,2400,16.0,"24"" / 61 Ekran",DDR3,4 GB,Harici,75 Hz,,2 Yıl,,,256.0,,3.1,1920 x 1080,,4,Windows
12949.0,AMD Radeon Graphics,AMD Ryzen 5,Belirtilmemiş,5500U,16.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,6,Free Dos
11999.0,AMD Radeon Graphics,AMD Athlon,10. Nesil,7100U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,3.5,DDR5,256.0,,2.4,1920 x 1080,,2,Free Dos
28999.0,Nvidia GeForce RTX 3050,Intel Core i5,11. Nesil,11400H,8.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,4.5,DDR4,512.0,,2.7,1920 x 1080,,6,Free Dos
25949.0,Nvidia GeForce RTX3060,Intel Core i5,10. Nesil,10400F,16.0,"24"" / 61 Ekran",GDDR6,12 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,2.9,1920 x 1080,3.00 GHz üstü,6,Free Dos
15999.0,Nvidia GeForce MX450,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",DDR5,2 GB,Harici,60 Hz,,2 Yıl,,DDR5,256.0,,,1920 x 1080,,4,Free Dos
10899.0,AMD Radeon Graphics,AMD Ryzen 5,Belirtilmemiş,5625U,8.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,4.3,DDR4,256.0,,,1920 x 1080,,6,Free Dos
21699.0,Intel Iris Graphics,Intel Core i7,11. Nesil,1165G7,16.0,"15,6 inç",DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,Belirtilmemiş,Free Dos
6998.0,Nvidia Geforce GT 740,Intel Core i5,Belirtilmemiş,2400,8.0,"19"" / 48 Ekran",DDR3,4 GB,Harici,,,2 Yıl,,,256.0,,3.1,,3.00 GHz üstü,4,Windows
13749.0,Nvidia GeForce 1050 Ti,Intel Core i7,4. Nesil,4770,16.0,,GDDR6,4 GB,Harici,,,2 Yıl,,DDR3,240.0,,3.6,1920 x 1080,3.00 GHz üstü,4,Windows
10199.0,Intel UHD Graphics,Intel Celeron,1. Nesil,Belirtilmemiş,16.0,"15,6 inç",SD,Paylaşımlı,Harici,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,2,Free Dos
8299.0,AMD Radeon RX 580,Intel Core i5,Belirtilmemiş,2400,16.0,,GDDR5,8 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.1,,3.00 GHz üstü,4,Windows
30899.0,Nvidia GeForce RTX 3050,Intel Core i5,12. Nesil,12400F,16.0,,GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,500.0,Gen 3,,,,6,Free Dos
13999.0,AMD Radeon R7 240,Intel Core i7,,860,8.0,22 - 24 inç,GDDR5,,Harici,,,,,,128.0,,,1920 x 1080,3.00 GHz üstü,4,Windows
66840.0,Dahili Ekran Kartı,M2,Belirtilmemiş,Belirtilmemiş,16.0,14 inç,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,512.0,,,3024 x 1964,,Belirtilmemiş,Mac Os
11750.0,AMD Radeon Graphics,AMD Ryzen 5,5. Nesil,5500U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,6,Windows
110237.0,AMD Radeon R7 240,Intel Core i5,Belirtilmemiş,650,8.0,22 - 24 inç,DDR3,4 GB,Harici,75 Hz,,2 Yıl,,,128.0,,3.4,1920 x 1080,3.00 GHz üstü,6,Windows
37192.0,Nvidia GeForce RTX 4060,AMD Ryzen 7,7. Nesil,7840HS,16.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,,1920 x 1080,,8,Free Dos
151419.0,Intel XE Graphics,Intel Core i5,12. Nesil,1235U,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.4,DDR4,512.0,,,1920 x 1080,,10,Free Dos
23375.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,,5600X,32.0,"24"" / 61 Ekran",GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.7,1920 x 1080,3.00 GHz üstü,6,Free Dos
11349.0,AMD Radeon RX 550,Intel Core i5,4. Nesil,4570,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,512.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
23399.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,"24"" / 61 Ekran",GDDR6,8 GB,Harici,165 Hz,,2 Yıl,,DDR4,256.0,Gen 3,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
5749.0,Nvidia Geforce GT 740,Intel Core i5,4. Nesil,4570,16.0,,DDR3,4 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.2,,3.00 GHz üstü,4,Free Dos
29899.0,Nvidia GeForce RTX 4050,Intel Core i5,12. Nesil,12500H,16.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,16,Free Dos
25749.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,3. Nesil,3600,32.0,25 + inç,GDDR6,8 GB,Harici,165 Hz,,2 Yıl,,DDR4,512.0,Gen 3,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
38399.0,Nvidia GeForce GTX 1650,Intel Core i5,10. Nesil,10300H,8.0,"15,6 inç",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,4.5,DDR4,512.0,,2.5,1920 x 1080,,8,Free Dos
23375.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,,5600X,32.0,"24"" / 61 Ekran",GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.7,1920 x 1080,3.00 GHz üstü,6,Free Dos
36799.0,Nvidia GeForce RTX 4060,Intel Core i7,12. Nesil,12650H,32.0,"15,6 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,4.7,DDR4,500.0,Gen 3,,1920 x 1080,,10,Free Dos
9399.0,AMD Radeon R7 240,Intel Core i5,3. Nesil,İ5-3470,16.0,22 - 24 inç,DDR,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
477131.0,Nvidia GeForce RTX 4070,Intel Core i9,13. Nesil,13700H,16.0,"16,1 inç",GDDR6,8 GB,Harici,144 Hz,,2 Yıl,5.0,DDR5,512.0,,3.7,1920 x 1080,,14,Free Dos
20499.0,AMD Radeon RX 550,AMD Ryzen 5,3. Nesil,3600,32.0,25 + inç,GDDR5,4 GB,Harici,165 Hz,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
208838.0,Dahili Ekran Kartı,Intel Core i5,12. Nesil,1235U,8.0,14 inç,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,10,Free Dos
12799.0,Dahili Ekran Kartı,Intel Core i5,13. Nesil,Belirtilmemiş,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,1,Free Dos
143999.0,Intel UHD Graphics,Intel Core i5,12. Nesil,1235U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,90 Hz,,2 Yıl,4.4,DDR4,512.0,,3.3,1920 x 1080,,10,Free Dos
14999.0,AMD Radeon RX 550,AMD Ryzen 5,,3600,16.0,25 + inç,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR4,240.0,,3.6,1920 x 1080,3.00 GHz üstü,4,Free Dos
161727.0,Dahili Ekran Kartı,AMD Ryzen 5,Belirtilmemiş,5500U,16.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,4.0,DDR4,512.0,,2.1,1920 x 1080,,6,Free Dos
12449.0,Nvidia GeForce GTX1050 Ti,Intel Core i3,10. Nesil,10100F,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,4,Free Dos
11499.0,Nvidia GeForce GTX750 Ti,Intel Core i7,Belirtilmemiş,860,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,,256.0,,2.8,1920 x 1080,,4,Windows
54999.0,Dahili Ekran Kartı,Apple M1,,1165G7,16.0,13 inç,DDR4,,Dahili,,,,,,512.0,,,2560 x 1600,,,Mac Os
4450.0,Dahili Ekran Kartı,Intel Pentium,1. Nesil,,4.0,18 - 21 inç,,Paylaşımlı,,,,,,DD2,128.0,,2 - 3,,2.50 GHz - 3.00 GHz,2,Windows
27649.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,,AMDRYZEN53600,32.0,25 + inç,GDDR6,8 GB,Harici,240 Hz,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
19999.0,Nvidia GeForce GTX 1660 SUPER,AMD Ryzen 5,3. Nesil,3600,32.0,25 + inç,GDDR6,6 GB,Harici,75 Hz,,2 Yıl,,DDR4,512.0,Gen 3,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
6998.0,Nvidia GeForce GT 730,Intel Core i5,Belirtilmemiş,İ5-750,16.0,"19"" / 48 Ekran",DDR3,4 GB,Harici,,,2 Yıl,,,256.0,,,,2.50 GHz - 3.00 GHz,4,Windows
14149.0,Dahili Ekran Kartı,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,,Belirtilmemiş,256.0,,,1920 x 1080,,Belirtilmemiş,Free Dos
41749.0,Nvidia GeForce RTX3060,Intel Core i7,12. Nesil,12650H,16.0,"17,3 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,10,Free Dos
143196.0,AMD Radeon Graphics,AMD Ryzen 7,5. Nesil,5700U,24.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.3,DDR4,512.0,,,1920 x 1080,,8,Free Dos
23499.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,32.0,"24"" / 61 Ekran",GDDR6,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Windows
29899.0,Nvidia GeForce RTX 3050 Ti,Intel Core i7,11. Nesil,11800H,8.0,"17,3 inç",GDDR6,4 GB,Harici,,Full HD,,,,500.0,,4 +,1920 x 1080,,,Free Dos
7049.0,Nvidia GeForce GTX750 Ti,Intel Core i7,Belirtilmemiş,860,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,,256.0,,2.8,,,4,Windows
12899.0,Nvidia GeForce GTX 1650,AMD Ryzen 5,,3600,16.0,,GDDR6,4 GB,Harici,,,2 Yıl,,DDR4,128.0,,3.6,,,6,Free Dos
12699.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,120 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,4,Free Dos
7049.0,Nvidia GeForce GTX750 Ti,Intel Core i7,Belirtilmemiş,860,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,,256.0,,2.8,,,4,Windows
90848.0,Intel UHD Graphics,Intel Core i3,11. Nesil,1115G4,8.0,14 inç,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,256.0,,3,1366 x 768,,2,Free Dos
41999.0,Nvidia GeForce RTX 3080,Intel Core i7,12. Nesil,12700K,16.0,,GDDR6X,10 GB,Harici,300 Hz,,2 Yıl,,DDR4,512.0,,3.9,4480 x 2520,3.00 GHz üstü,16,Windows
6099.0,Nvıdıa GeForce GT 730,Intel Core i5,4. Nesil,4570,16.0,6 inç ve üstü,DDR3,4 GB,Harici,,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
18899.0,Intel Iris Graphics,Intel Core i7,12. Nesil,1255U,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.7,DDR4,500.0,Gen 3,,1920 x 1080,,10,Free Dos
160516.0,Intel XE Graphics,Intel Core i5,12. Nesil,1235U,16.0,"15,6 inç",SD,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,10,Free Dos
20999.0,Nvidia GeForce GTX 1660 SUPER,Intel Core i5,10. Nesil,10400F,32.0,"24"" / 61 Ekran",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,2.9,1920 x 1080,3.00 GHz üstü,6,Free Dos
7768.0,Intel UHD Graphics,Intel Celeron,4. Nesil,N4020,4.0,14 inç,Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,128.0,,,1920 x 1080,,2,Windows
286822.0,Nvidia GeForce RTX3060,Intel Core i5,12. Nesil,12450H,16.0,"15,6 inç",GDDR6,6 GB,Harici,120 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,8,Free Dos
33999.0,Nvidia GeForce RTX 4050,Intel Core i7,13. Nesil,13620H,24.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR5,512.0,,2.4,1920 x 1080,,10,Free Dos
16999.0,AMD Radeon RX 550,AMD Ryzen 5,Belirtilmemiş,Ryzen 5 4500,32.0,25 + inç,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR4,256.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Windows
22499.0,Nvidia GeForce RTX3060,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,,GDDR6,12 GB,Nvidia GeForce RTX3060,300 Hz,,2 Yıl,,DDR4,512.0,,3.9,4480 x 2520,3.00 GHz üstü,16,Windows
6998.0,Nvidia Geforce GT 740,Intel Core i5,Belirtilmemiş,2400,8.0,"19"" / 48 Ekran",DDR3,4 GB,Harici,,,2 Yıl,,,256.0,,3.1,,3.00 GHz üstü,4,Windows
13699.0,AMD Radeon RX 580,Intel Core i5,Belirtilmemiş,İ5-3470,16.0,"24"" / 61 Ekran",DDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Windows
36999.0,Nvidia GeForce RTX3060,Intel Core i7,13. Nesil,13700K,16.0,,GDDR6,12 GB,Nvidia GeForce RTX3060,300 Hz,,2 Yıl,,DDR4,512.0,,3.9,4480 x 2520,3.00 GHz üstü,16,Windows
13999.0,Intel XE Graphics,Intel Core i5,12. Nesil,1235U,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,10,Free Dos
170466.0,Intel Iris Graphics,Intel Core i5,12. Nesil,1235U,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,10,Windows
5849.0,Intel HD Graphics,Intel Core i5,1. Nesil,İ5-650,8.0,,DDR3,,Dahili,,,2 Yıl,,,120.0,,,,,2,Free Dos
17799.0,AMD Radeon Graphics,AMD Ryzen 7,7. Nesil,7730U,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,90 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,8,Free Dos
186999.0,Nvidia GeForce MX350,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",DDR4,2 GB,Harici,60 Hz,,2 Yıl,4.2,DDR4,512.0,,2.4,1920 x 1080,,4,Free Dos
10998.0,AMD,AMD Ryzen 5,Belirtilmemiş,5600G,16.0,,Dahili,Paylaşımlı,Dahili,,,2 Yıl,,DDR4,256.0,,,,3.00 GHz üstü,6,Windows
8400.0,AMD,AMD,Belirtilmemiş,3600,6.0,10 inç,DDR,6 GB,Dahili,360 Hz,,2 Yıl,,Belirtilmemiş,128.0,,,4480 x 2520,,Belirtilmemiş,Android
59999.0,Nvidia GeForce RTX 4070 Ti,Intel Core i7,13. Nesil,13700K,16.0,,GDDR6,12 GB,Harici,300 Hz,,2 Yıl,,DDR4,512.0,,3.9,4480 x 2520,3.00 GHz üstü,16,Windows
16998.0,AMD Radeon RX 550,Intel Core i5,10. Nesil,10400F,16.0,"24"" / 61 Ekran",DDR5,4 GB,Harici,,,2 Yıl,,DDR4,256.0,,2.9,1920 x 1080,,6,Windows
13999.0,Intel Iris Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,4.2,DDR4,256.0,,,1920 x 1080,,4,Windows
13499.0,Intel HD Graphics,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.2,DDR4,256.0,,2.4,1920 x 1080,,4,Free Dos
25500.0,Nvidia GeForce RTX 3050,Intel Core i5,13. Nesil,660,8.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,4.7,DDR4,512.0,,3.5,1920 x 1080,,12,Free Dos
18999.0,Nvidia GeForce GTX 1650,AMD Ryzen 5,Belirtilmemiş,Ryzen 5 4500,16.0,"24"" / 61 Ekran",DDR5,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,256.0,,3.6,1920 x 1080,,6,Windows
16499.0,AMD Radeon Vega 8,AMD Ryzen 7,5. Nesil,5700U,32.0,"15,6 inç",GDDR6,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,4.3,DDR4,512.0,,1.8,1920 x 1080,,8,Windows
22499.0,Intel Iris Graphics,Intel Core i7,12. Nesil,1255U,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,120 Hz,,2 Yıl,4.7,DDR4,500.0,Gen 4,1.7,1920 x 1080,,10,Free Dos
238910.0,Nvidia Geforce GTX1660 Ti,AMD Ryzen 7,5. Nesil,Ryzen 7 5700X,16.0,6 inç ve altı,GDDR6,6 GB,Harici,,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,8,Free Dos
22999.0,Nvidia GeForce RTX 3050,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,"24"" / 61 Ekran",GDDR6,8 GB,Harici,165 Hz,,2 Yıl,,DDR4,512.0,Gen 3,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
15149.0,AMD Radeon RX 5500 XT,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,,DDR4,,Harici,,,2 Yıl,,DDR4,512.0,,3.6,,3.00 GHz üstü,6,Free Dos
15499.0,Nvidia GeForce MX350,Intel Core i5,11. Nesil,1135G7,8.0,"15,6 inç",DDR5,2 GB,Harici,60 Hz,,2 Yıl,,DDR4,256.0,,,1920 x 1080,,4,Free Dos
22599.0,Nvidia GeForce GTX 1650,AMD Ryzen 5,,5600X,32.0,"24"" / 61 Ekran",GDDR6,4 GB,Harici,144 Hz,,2 Yıl,,DDR4,256.0,,3.7,1920 x 1080,3.00 GHz üstü,6,Free Dos
16849.0,Intel UHD Graphics,Intel Core i5,12. Nesil,1235U,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.4,DDR4,512.0,,3.3,1920 x 1080,,10,Free Dos
108505.0,Nvidia GeForce MX450,MediaTek P60T,5. Nesil,4800HS,36.0,18 inç,Dahili,2 GB,Harici,90 Hz,,2 Yıl,,LPDDR3,32.0,,,4480 x 2520,,10,Windows
16799.0,Intel Iris Graphics,Intel Core i5,12. Nesil,1235U,16.0,"15,6 inç",Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,4.4,DDR4,512.0,,1.3,1920 x 1080,,10,Free Dos
7199.0,Nvidia GeForce GT 730,Intel Core i5,Belirtilmemiş,2400,16.0,"19"" / 48 Ekran",DDR3,4 GB,Harici,,,2 Yıl,,,256.0,,3.2,1366 x 768,3.00 GHz üstü,4,Windows
42950.0,Nvidia GeForce RTX 3050,Intel Core i7,12. Nesil,11800H,16.0,"15,6 inç",GDDR6,6 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,Belirtilmemiş,Windows
12990.0,Dahili Ekran Kartı,Intel Core i3,Yok,1005G1,8.0,"15,6 inç",DDR,Paylaşımlı,Dahili,Yok,,,,DDR4,512.0,,2.3,1920 x 1080,,2,Free Dos
15999.0,AMD Radeon RX 550,AMD Ryzen 5,,3600,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,,,2 Yıl,,DDR4,240.0,,3.2,1920 x 1080,3.00 GHz üstü,8,Free Dos
154331.0,AMD Radeon RX 580,Intel Core i3,10. Nesil,10100F,16.0,"24"" / 61 Ekran",GDDR5,6 GB,Harici,144 Hz,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,4,Free Dos
24630.0,Nvidia GeForce RTX 3050,Intel Core i5,12. Nesil,12450H,8.0,"15,6 inç",GDDR6,4 GB,Harici,120 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,8,Free Dos
13349.0,Nvidia GeForce GTX1050 Ti,Intel Core i5,3. Nesil,İ5-3470,16.0,25 + inç,GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR3,256.0,,3.2,1920 x 1080,3.00 GHz üstü,4,Free Dos
28499.0,Nvidia GeForce RTX 4050,Intel Core i5,11. Nesil,12450H,8.0,"15,6 inç",GDDR6,Paylaşımlı,Dahili,90 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,4,Windows
10199.0,AMD Radeon R7 240,Intel Core i7,Belirtilmemiş,860,16.0,"24"" / 61 Ekran",GDDR5,4 GB,Harici,75 Hz,,2 Yıl,,,256.0,,,1920 x 1080,,4,Windows
33888.0,Nvidia GeForce RTX 3050 Ti,Intel Core i5,12. Nesil,12500H,16.0,"15,6 inç",GDDR6,4 GB,Dahili,165 Hz,,2 Yıl,,DDR4,512.0,,,1920 x 1080,,12,Free Dos
13649.0,Nvidia GeForce GTX1050 Ti,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,,3.00 GHz üstü,6,Free Dos
6299.0,Nvidia GT730,Intel Core i5,Belirtilmemiş,İ5-3470,16.0,,GDDR5,4 GB,Harici,,,2 Yıl,,,256.0,,3.2,,3.00 GHz üstü,4,Windows
13499.0,AMD Radeon Graphics,AMD Ryzen 5,5. Nesil,5500U,8.0,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,,DDR4,500.0,,,1920 x 1080,,6,Windows
14050.0,Belirtilmemiş,Intel Atom,5. Nesil,Z8350,2.0,"11,6 inç",Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,1.8,DDR4,128.0,,1.4,1920 x 1080,,4,Windows
20264.0,Nvidia GeForce GTX 1650,Intel Core i5,10. Nesil,10400F,32.0,25 + inç,DDR5,4 GB,Harici,75 Hz,,2 Yıl,,DDR4,256.0,,2.9,1920 x 1080,,6,Windows
152233.0,Nvidia GeForce MX450,MediaTek P60T,5. Nesil,4800HS,36.0,18 inç,Dahili,2 GB,Harici,90 Hz,,2 Yıl,,LPDDR3,32.0,,,4480 x 2520,,10,Windows
11949.0,AMD Radeon RX 580,AMD Ryzen 5,5. Nesil,Ryzen 5 5500,16.0,6 inç ve üstü,GDDR5,8 GB,Harici,,,2 Yıl,,DDR4,512.0,,3.6,1920 x 1080,3.00 GHz üstü,6,Free Dos
5369.0,Nvidia Geforce GT 740,Intel Core i5,Belirtilmemiş,2400,16.0,,DDR3,4 GB,Harici,,,2 Yıl,,,256.0,,3.1,,,4,Windows
